iter	Logloss
194	0.1527855119
195	0.1527652115
196	0.1527430477
197	0.15272431
198	0.1527003293
199	0.1526895321
200	0.1526739859
201	0.1526578329
202	0.1526419528
203	0.1526284606
204	0.1526202872
205	0.1526037748
206	0.1525926015
207	0.1525772234
208	0.1525609048
209	0.1525417873
210	0.152522349
211	0.1525068062
212	0.1524925305
213	0.1524842599
214	0.1524702815
215	0.1524532912
216	0.1524403363
217	0.1524309214
218	0.1524145143
219	0.1524035062
220	0.1523912433
221	0.1523771005
222	0.1523642416
223	0.152350398
224	0.1523448367
225	0.1523320029
226	0.1523196821
227	0.1523028419
228	0.1522922612
229	0.1522780639
230	0.1522667207
231	0.1522592915
232	0.1522487639
233	0.152234617
234	0.1522260512
235	0.1522120027
236	0.1521993158
237	0.1521919077
238	0.1521782062
239	0.1521680178
240	0.152160302
241	0.1521461581
242	0.152135313
243	0.1521211717
244	0.1521094117
245	0.1521017075
246	0.1520919248
247	0.1520802526
248	0.1520700421
249	0.1520555638
250	0.1520467121
251	0.1520389982
252	0.1520315216
253	0.1520215159
254	0.1520134621
255	0.1520012763
256	0.1519969749
257	0.1519853857
258	0.1519769294
259	0.1519710793
260	0.1519592713
261	0.1519479431
262	0.1519412211
263	0.151931227
264	0.151923383
265	0.1519123917
266	0.1519022669
267	0.1518912508
268	0.1518824522
269	0.1518711746
270	0.1518614422
271	0.1518516954
272	0.1518422497
273	0.1518321623
274	0.1518224523
275	0.151817444
276	0.1518101796
277	0.1518038191
278	0.1517957836
279	0.1517926619
280	0.1517897433
281	0.1517812531
282	0.1517727425
283	0.1517661924
284	0.1517598891
285	0.1517532444
286	0.1517425029
287	0.1517319599
288	0.151723079
289	0.1517186657
290	0.1517138673
291	0.1517049869
292	0.1516945884
293	0.1516857472
294	0.1516743435
295	0.151668142
296	0.1516614025
297	0.1516538877
298	0.1516452583
299	0.1516363285
300	0.1516286877
301	0.1516162094
302	0.1516105629
303	0.1516063715
304	0.1515973089
305	0.1515928658
306	0.1515859841
307	0.1515751566
308	0.1515705525
309	0.151561962
310	0.1515578806
311	0.1515522889
312	0.1515467522
313	0.151542802
314	0.1515398696
315	0.151534282
316	0.1515253093
317	0.1515203262
318	0.1515148503
319	0.1515100166
320	0.1515018678
321	0.1514916428
322	0.1514831579
323	0.1514772028
324	0.1514715156
325	0.1514655141
326	0.1514590674
327	0.1514549765
328	0.1514467985
329	0.1514392655
330	0.1514339516
331	0.1514293183
332	0.15142458
333	0.1514182465
334	0.1514131153
335	0.1514074448
336	0.1514020094
337	0.1513979002
338	0.1513932177
339	0.1513905708
340	0.1513835355
341	0.1513762541
342	0.1513708959
343	0.1513651991
344	0.1513610492
345	0.1513569595
346	0.1513502462
347	0.1513475207
348	0.1513396351
349	0.151335389
350	0.1513290101
351	0.1513252615
352	0.1513197289
353	0.1513143556
354	0.1513088118
355	0.1513002638
356	0.151297303
357	0.1512908167
358	0.1512846969
359	0.151281177
360	0.1512750526
361	0.1512709022
362	0.1512661246
363	0.1512596565
364	0.1512530956
365	0.1512485649
366	0.1512438637
367	0.1512391178
368	0.1512337996
369	0.1512282728
370	0.1512215547
371	0.1512168055
372	0.1512106427
373	0.1512058367
374	0.1512000829
375	0.1511942742
376	0.1511897414
377	0.1511834132
378	0.1511770055
379	0.1511749425
380	0.1511689299
381	0.151163706
382	0.1511597253
383	0.1511538979
384	0.1511483037
385	0.1511407089
386	0.1511373472
387	0.1511297443
388	0.1511193149
389	0.1511146666
390	0.1511090873
391	0.1511047754
392	0.1511007239
393	0.1510944297
394	0.1510897521
395	0.1510846297
396	0.1510767563
397	0.1510694579
398	0.1510654106
399	0.1510609431
400	0.1510552557
401	0.1510517699
402	0.151046688
403	0.1510421584
404	0.1510368638
405	0.1510322422
406	0.1510280714
407	0.1510240595
408	0.151019538
409	0.1510166189
410	0.151010901
411	0.1510069315
412	0.1510012707
413	0.1509962499
414	0.1509917077
415	0.150985392
416	0.1509833677
417	0.1509788112
418	0.1509748568
419	0.1509711456
420	0.1509657193
421	0.1509608762
422	0.1509582209
423	0.15095114
424	0.1509459039
425	0.1509413665
426	0.1509355908
427	0.1509313055
428	0.1509257118
429	0.1509208559
430	0.1509143862
431	0.1509106417
432	0.1509092133
433	0.1509048603
434	0.1508987416
435	0.1508944935
436	0.150890847
437	0.1508849941
438	0.1508810605
439	0.1508758512
440	0.1508690495
441	0.150863496
442	0.1508593082
443	0.1508549118
444	0.1508512785
445	0.15084617
446	0.1508396414
447	0.1508357725
448	0.150831182
449	0.1508267191
450	0.1508198323
451	0.150815339
452	0.1508094917
453	0.1508057554
454	0.1508014906
455	0.150797594
456	0.1507913038
457	0.1507869947
458	0.1507832966
459	0.1507797395
460	0.1507761476
461	0.1507721807
462	0.1507672503
463	0.1507632328
464	0.1507591057
465	0.1507551538
466	0.1507504196
467	0.1507476773
468	0.1507440382
469	0.1507389966
470	0.1507348186
471	0.1507297498
472	0.1507246054
473	0.15072125
474	0.1507163447
475	0.1507109683
476	0.1507078673
477	0.1507056816
478	0.1507024296
479	0.1506973259
480	0.1506935154
481	0.1506879543
482	0.1506812372
483	0.1506767136
484	0.1506725039
485	0.1506680894
486	0.150664339
487	0.1506613571
488	0.1506559334
489	0.1506521022
490	0.150646278
491	0.1506415271
492	0.1506373371
493	0.1506324982
494	0.1506269076
495	0.1506206126
496	0.1506148958
497	0.1506099526
498	0.1506075053
499	0.1506021964
500	0.1506005803
501	0.1505948901
502	0.1505903754
503	0.1505841797
504	0.1505794109
505	0.1505756609
506	0.1505718027
507	0.1505659109
508	0.1505617147
509	0.1505569897
510	0.1505535147
511	0.1505493996
512	0.1505457433
513	0.1505418474
514	0.1505407252
515	0.150535661
516	0.1505305336
517	0.1505269696
518	0.1505239566
519	0.1505173274
520	0.1505136767
521	0.1505094862
522	0.1505047369
523	0.1505007115
524	0.1504939851
525	0.1504897311
526	0.1504872002
527	0.1504804779
528	0.1504746645
529	0.1504694268
530	0.1504637826
531	0.1504596038
532	0.1504553607
533	0.1504516196
534	0.1504487143
535	0.1504454615
536	0.1504419978
537	0.1504376808
538	0.1504320134
539	0.1504262934
540	0.1504211348
541	0.1504164244
542	0.1504125538
543	0.1504067486
544	0.150401222
545	0.1503976234
546	0.150393461
547	0.1503875477
548	0.1503825053
549	0.1503779255
550	0.1503741308
551	0.1503702756
552	0.15036468
553	0.1503614725
554	0.1503555687
555	0.1503495577
556	0.1503438047
557	0.1503384547
558	0.1503343654
559	0.1503279822
560	0.150323372
561	0.1503191641
562	0.1503139368
563	0.1503095696
564	0.1503073801
565	0.150304169
566	0.1502997538
567	0.1502936671
568	0.1502864915
569	0.1502819934
570	0.150278539
571	0.1502718465
572	0.150266342
573	0.1502627891
574	0.1502571912
575	0.1502537103
576	0.1502479734
577	0.1502452423
578	0.1502404615
579	0.1502342303
580	0.1502293607
581	0.1502237624
582	0.1502173568
583	0.1502150332
584	0.1502078401
585	0.1502027217
586	0.1501962351
587	0.1501911985
588	0.1501863291
589	0.1501797945
590	0.1501763674
591	0.1501716795
592	0.1501653242
593	0.1501597259
594	0.1501563722
595	0.1501497242
596	0.1501423313
597	0.1501345139
598	0.1501309085
599	0.1501227433
600	0.1501169239
601	0.1501125722
602	0.1501076345
603	0.1500999949
604	0.1500922739
605	0.1500859296
606	0.150080777
607	0.1500775229
608	0.1500725333
609	0.1500680941
610	0.1500629126
611	0.1500527721
612	0.1500453883
613	0.1500385059
614	0.1500339139
615	0.150027287
616	0.1500226273
617	0.1500132749
618	0.1500080295
619	0.1500006297
620	0.1499943691
621	0.1499894952
622	0.1499821766
623	0.1499749655
624	0.1499710384
625	0.149966031
626	0.1499630221
627	0.1499558683
628	0.1499495213
629	0.149943449
630	0.1499365718
631	0.1499297367
632	0.1499238624
633	0.1499172277
634	0.1499114046
635	0.1499048866
636	0.1498990285
637	0.1498925367
638	0.149886437
639	0.1498809182
640	0.149872047
641	0.1498656829
642	0.1498602371
643	0.1498547566
644	0.1498456437
645	0.1498375012
646	0.1498299189
647	0.1498207268
648	0.1498132791
649	0.149802755
650	0.1497980134
651	0.1497894365
652	0.1497813028
653	0.1497765058
654	0.1497679017
655	0.1497611551
656	0.1497531484
657	0.1497489385
658	0.1497430751
659	0.1497348651
660	0.1497262921
661	0.149715942
662	0.149706582
663	0.1496980866
664	0.149690736
665	0.1496857962
666	0.1496795013
667	0.1496726996
668	0.1496631589
669	0.1496555243
670	0.1496441613
671	0.149636487
672	0.1496282208
673	0.1496216302
674	0.1496140303
675	0.1496060486
676	0.1495967156
677	0.1495886225
678	0.149578472
679	0.1495708647
680	0.1495615003
681	0.1495501115
682	0.1495402468
683	0.1495300699
684	0.1495230434
685	0.1495136292
686	0.1495039713
687	0.1494955543
688	0.1494900078
689	0.1494788263
690	0.1494700512
691	0.1494626027
692	0.1494535006
693	0.1494452991
694	0.1494368366
695	0.1494277169
696	0.1494179318
697	0.1494110123
698	0.1494014709
699	0.1493970217
700	0.1493917017
701	0.1493861965
702	0.1493753983
703	0.1493679714
704	0.1493617663
705	0.1493551508
706	0.1493500216
707	0.149339361
708	0.1493299184
709	0.1493217076
710	0.1493120965
711	0.1493047972
712	0.1492974553
713	0.1492906761
714	0.149281926
715	0.1492752812
716	0.1492701408
717	0.1492632903
718	0.1492539089
719	0.1492473728
720	0.149238922
721	0.1492311771
722	0.1492238571
723	0.1492126656
724	0.149205986
725	0.1491995122
726	0.1491949787
727	0.1491883469
728	0.1491799195
729	0.1491706295
730	0.1491634646
731	0.1491569268
732	0.1491494572
733	0.1491414513
734	0.1491322501
735	0.1491241491
736	0.1491180626
737	0.1491083086
738	0.1491008607
739	0.1490931523
740	0.1490850819
741	0.1490765385
742	0.1490704264
743	0.1490623657
744	0.1490554644
745	0.149048545
746	0.1490401479
747	0.1490312653
748	0.1490199171
749	0.1490112795
750	0.1489979205
751	0.1489907926
752	0.1489819803
753	0.1489729738
754	0.1489660372
755	0.1489607837
756	0.1489529443
757	0.1489448143
758	0.1489351673
759	0.1489246491
760	0.1489186588
761	0.1489117136
762	0.1489057781
763	0.1488984216
764	0.1488897779
765	0.1488803982
766	0.1488714457
767	0.1488655723
768	0.1488563049
769	0.1488497689
770	0.1488426542
771	0.1488329473
772	0.1488248798
773	0.148817927
774	0.1488096574
775	0.1488029201
776	0.1487946941
777	0.1487843583
778	0.1487761081
779	0.1487671235
780	0.1487585241
781	0.1487505717
782	0.1487449978
783	0.1487386932
784	0.1487315125
785	0.1487205368
786	0.1487109259
787	0.1487028636
788	0.1486962047
789	0.1486886067
790	0.1486809213
791	0.1486723876
792	0.1486647918
793	0.1486547073
794	0.148647339
795	0.1486420414
796	0.1486327447
797	0.1486270449
798	0.1486180928
799	0.1486093712
800	0.1486029277
801	0.1485959602
802	0.1485881579
803	0.1485790938
804	0.1485714074
805	0.1485642729
806	0.1485550374
807	0.1485438717
808	0.1485355202
809	0.1485299842
810	0.1485213571
811	0.1485139714
812	0.1485070884
813	0.1485020544
814	0.1484939634
815	0.1484847733
816	0.1484779589
817	0.1484716496
818	0.1484650332
819	0.1484594192
820	0.1484528464
821	0.148446495
822	0.1484382596
823	0.1484326197
824	0.1484247519
825	0.148417273
826	0.1484108742
827	0.1484033374
828	0.1483951712
829	0.1483879469
830	0.1483791588
831	0.1483731043
832	0.1483650207
833	0.1483581261
834	0.1483495909
835	0.148343006
836	0.1483348793
837	0.1483269597
838	0.1483193275
839	0.1483115241
840	0.148304232
841	0.148296883
842	0.1482909111
843	0.1482814296
844	0.1482753081
845	0.1482656654
846	0.1482591842
847	0.1482516649
848	0.1482453502
849	0.1482382713
850	0.148229577
851	0.1482205364
852	0.1482150644
853	0.1482083295
854	0.1481983665
855	0.1481914735
856	0.1481837335
857	0.1481784377
858	0.1481717897
859	0.148166334
860	0.1481579616
861	0.1481520666
862	0.1481449972
863	0.1481356579
864	0.1481289967
865	0.1481239989
866	0.148114192
867	0.1481081071
868	0.1481014703
869	0.1480933362
870	0.1480858964
871	0.1480796782
872	0.1480755647
873	0.148068923
874	0.1480615299
875	0.1480546392
876	0.1480449552
877	0.1480345548
878	0.1480294814
879	0.1480213824
880	0.1480130332
881	0.1480063142
882	0.1479991109
883	0.1479916657
884	0.1479861093
885	0.1479792078
886	0.1479736815
887	0.1479644347
888	0.1479588748
889	0.1479534443
890	0.1479457648
891	0.1479409263
892	0.147935018
893	0.1479261158
894	0.1479175175
895	0.147913335
896	0.1479062509
897	0.1478986869
898	0.1478920532
899	0.1478837116
900	0.1478743542
901	0.1478674993
902	0.1478544489
903	0.1478479313
904	0.1478416276
905	0.1478342293
906	0.1478276176
907	0.1478211692
908	0.1478155462
909	0.1478069835
910	0.1478005531
911	0.1477949337
912	0.1477868358
913	0.1477819006
914	0.1477753777
915	0.1477708826
916	0.1477638666
917	0.1477567976
918	0.1477502097
919	0.1477434036
920	0.147735807
921	0.1477304266
922	0.1477252026
923	0.1477184626
924	0.1477116936
925	0.1477036631
926	0.1476956107
927	0.1476885807
928	0.1476819133
929	0.1476747343
930	0.1476681615
931	0.1476588945
932	0.1476535709
933	0.1476467536
934	0.1476411768
935	0.1476332911
936	0.147625105
937	0.147620212
938	0.1476132474
939	0.1476079718
940	0.1476018548
941	0.1475950002
942	0.1475849694
943	0.1475792184
944	0.147570194
945	0.1475650855
946	0.1475569533
947	0.1475484265
948	0.1475412818
949	0.1475343959
950	0.1475283311
951	0.1475221297
952	0.147515877
953	0.1475093653
954	0.1475049798
955	0.1474995398
956	0.1474912899
957	0.1474847205
958	0.1474784553
959	0.1474744912
960	0.1474685481
961	0.1474629083
962	0.1474562695
963	0.1474475855
964	0.147440913
965	0.1474343733
966	0.1474273501
967	0.1474206953
968	0.1474124155
969	0.1474048896
970	0.1473970331
971	0.1473916661
972	0.1473834635
973	0.1473767407
974	0.1473708902
975	0.1473625617
976	0.1473562249
977	0.1473516186
978	0.1473465566
979	0.1473397264
980	0.147332901
981	0.1473258164
982	0.1473177353
983	0.147309992
984	0.147303159
985	0.1472957599
986	0.1472865944
987	0.1472800962
988	0.1472740567
989	0.147266377
990	0.1472599367
991	0.147253258
992	0.1472459114
993	0.1472399935
994	0.1472339703
995	0.1472254327
996	0.147217925
997	0.1472111054
998	0.1472064995
999	0.1472000315
1000	0.147194482
1001	0.1471882538
1002	0.1471833246
1003	0.147174794
1004	0.1471673496
1005	0.147158685
1006	0.1471520764
1007	0.1471447649
1008	0.1471371268
1009	0.1471325386
1010	0.1471243555
1011	0.1471185429
1012	0.1471123323
1013	0.1471045308
1014	0.1470960309
1015	0.1470909222
1016	0.1470840142
1017	0.1470770064
1018	0.1470685389
1019	0.1470622578
1020	0.1470564963
1021	0.147050301
1022	0.1470448972
1023	0.1470376024
1024	0.1470301584
1025	0.1470221606
1026	0.1470176811
1027	0.147010791
1028	0.14700116
1029	0.1469942096
1030	0.1469888568
1031	0.1469829988
1032	0.1469737215
1033	0.1469651624
1034	0.1469553765
1035	0.1469472715
1036	0.1469416103
1037	0.1469347628
1038	0.1469272179
1039	0.1469212377
1040	0.1469160729
1041	0.146909183
1042	0.1469042146
1043	0.1468985164
1044	0.1468916797
1045	0.1468843013
1046	0.1468789409
1047	0.1468676034
1048	0.146862141
1049	0.1468562073
1050	0.1468509861
1051	0.1468437238
1052	0.1468371885
1053	0.1468302116
1054	0.1468248272
1055	0.1468173394
1056	0.14680688
1057	0.1468014912
1058	0.1467924529
1059	0.1467852238
1060	0.1467788155
1061	0.1467708897
1062	0.1467619977
1063	0.146754734
1064	0.1467505491
1065	0.1467438519
1066	0.1467377656
1067	0.1467299726
1068	0.1467242113
1069	0.1467183163
1070	0.1467128931
1071	0.1467081551
1072	0.1466997425
1073	0.1466920453
1074	0.1466855962
1075	0.1466774265
1076	0.1466720594
1077	0.1466660996
1078	0.1466591698
1079	0.1466534979
1080	0.1466463468
1081	0.1466398682
1082	0.1466344964
1083	0.1466286969
1084	0.1466179148
1085	0.1466110855
1086	0.1466050811
1087	0.1465985946
1088	0.1465924299
1089	0.1465866356
1090	0.1465817277
1091	0.1465754125
1092	0.1465686129
1093	0.1465634708
1094	0.146556889
1095	0.1465507028
1096	0.1465421006
1097	0.1465348166
1098	0.1465278672
1099	0.1465187869
1100	0.1465111614
1101	0.1465076544
1102	0.1465014174
1103	0.1464963003
1104	0.1464907852
1105	0.1464836179
1106	0.1464777985
1107	0.1464729415
1108	0.1464666676
1109	0.1464596353
1110	0.1464550992
1111	0.1464505802
1112	0.1464447602
1113	0.1464375791
1114	0.1464320929
1115	0.1464265574
1116	0.1464204818
1117	0.1464147853
1118	0.1464089533
1119	0.1464009404
1120	0.1463943729
1121	0.1463826021
1122	0.1463772508
1123	0.1463725037
1124	0.1463630029
1125	0.1463584376
1126	0.1463513251
1127	0.1463433537
1128	0.1463359056
1129	0.14632823
1130	0.1463240973
1131	0.146316361
1132	0.1463076312
1133	0.1463023616
1134	0.1462975371
1135	0.1462907776
1136	0.1462839164
1137	0.1462782146
1138	0.1462706853
1139	0.1462636535
1140	0.1462584031
1141	0.1462529221
1142	0.1462491975
1143	0.146242773
1144	0.1462380338
1145	0.1462329871
1146	0.1462281977
1147	0.1462212245
1148	0.146215381
1149	0.1462088829
1150	0.146203747
1151	0.1461990519
1152	0.1461899169
1153	0.1461822595
1154	0.146174132
1155	0.1461640425
1156	0.1461581292
1157	0.1461510966
1158	0.1461453419
1159	0.1461378804
1160	0.1461334368
1161	0.1461289316
1162	0.1461217386
1163	0.146115632
1164	0.1461101782
1165	0.1461048768
1166	0.1460986489
1167	0.146092202
1168	0.1460861413
1169	0.1460798635
1170	0.1460696991
1171	0.1460639155
1172	0.1460584721
1173	0.146051935
1174	0.1460459208
1175	0.1460377262
1176	0.1460342554
1177	0.1460277505
1178	0.1460216639
1179	0.1460167983
1180	0.1460110063
1181	0.1460042096
1182	0.1459983666
1183	0.1459915698
1184	0.1459845606
1185	0.1459774359
1186	0.1459726123
1187	0.1459673788
1188	0.1459618155
1189	0.1459567383
1190	0.1459538444
1191	0.1459469857
1192	0.1459389194
1193	0.1459311137
1194	0.1459239902
1195	0.1459175931
1196	0.1459102799
1197	0.1459033972
1198	0.1458984083
1199	0.1458904339
1200	0.1458813399
1201	0.1458755294
1202	0.1458674062
1203	0.1458629815
1204	0.1458589015
1205	0.1458501078
1206	0.145846385
1207	0.1458363575
1208	0.1458297626
1209	0.1458205545
1210	0.1458117183
1211	0.145807372
1212	0.1457996451
1213	0.1457935653
1214	0.1457886843
1215	0.1457842552
1216	0.1457759531
1217	0.1457704136
1218	0.1457635495
1219	0.1457592443
1220	0.1457535307
1221	0.1457473869
1222	0.1457395124
1223	0.1457306082
1224	0.1457251544
1225	0.1457179185
1226	0.1457108045
1227	0.1457045393
1228	0.1456959275
1229	0.1456905506
1230	0.1456871015
1231	0.1456818562
1232	0.1456752982
1233	0.1456692434
1234	0.1456648146
1235	0.1456613075
1236	0.1456547409
1237	0.1456487921
1238	0.1456442266
1239	0.1456388197
1240	0.1456304643
1241	0.1456243711
1242	0.1456148308
1243	0.145609582
1244	0.1456034364
1245	0.1455971345
1246	0.1455934102
1247	0.1455871793
1248	0.1455816499
1249	0.1455752677
1250	0.1455694423
1251	0.1455655435
1252	0.1455603849
1253	0.1455520066
1254	0.1455445337
1255	0.1455375877
1256	0.1455316269
1257	0.1455250891
1258	0.1455195401
1259	0.1455137223
1260	0.145505196
1261	0.1454977166
1262	0.145489152
1263	0.1454833003
1264	0.1454763117
1265	0.1454714268
1266	0.1454663212
1267	0.145460085
1268	0.1454523816
1269	0.1454434748
1270	0.1454377319
1271	0.1454333617
1272	0.1454263819
1273	0.1454221297
1274	0.1454160664
1275	0.1454095572
1276	0.1454070631
1277	0.1454008346
1278	0.1453931042
1279	0.1453886448
1280	0.1453814859
1281	0.1453754066
1282	0.1453704783
1283	0.1453627597
1284	0.1453552235
1285	0.1453506425
1286	0.1453461964
1287	0.1453397251
1288	0.145333988
1289	0.1453301528
1290	0.1453237539
1291	0.1453177755
1292	0.1453124992
1293	0.1453047972
1294	0.145300432
1295	0.1452915504
1296	0.145284738
1297	0.1452781359
1298	0.1452702186
1299	0.1452648707
1300	0.145259059
1301	0.1452522264
1302	0.1452460647
1303	0.1452405905
1304	0.1452349955
1305	0.1452281103
1306	0.1452217157
1307	0.1452148118
1308	0.1452044954
1309	0.1451978881
1310	0.1451922876
1311	0.1451872679
1312	0.1451824261
1313	0.1451768507
1314	0.1451708658
1315	0.1451666483
1316	0.1451614444
1317	0.1451552682
1318	0.1451513338
1319	0.1451459633
1320	0.1451389261
1321	0.1451334048
1322	0.145130453
1323	0.1451220051
1324	0.1451147351
1325	0.1451091749
1326	0.1451015979
1327	0.1450962349
1328	0.1450901876
1329	0.1450838444
1330	0.1450804877
1331	0.1450739065
1332	0.145070143
1333	0.1450663607
1334	0.14506008
1335	0.1450539961
1336	0.1450491105
1337	0.1450448954
1338	0.1450389563
1339	0.1450336362
1340	0.1450273652
1341	0.1450222959
1342	0.1450160542
1343	0.1450107626
1344	0.1450042218
1345	0.1449983766
1346	0.1449935179
1347	0.1449857108
1348	0.1449809328
1349	0.1449761906
1350	0.1449693939
1351	0.1449629761
1352	0.1449596262
1353	0.1449541315
1354	0.1449473515
1355	0.1449407428
1356	0.1449347932
1357	0.1449298709
1358	0.1449242088
1359	0.1449208965
1360	0.1449154657
